"","sqID","YearofNov","Yearb4Nov","meantrait","sdtrait","traitchange","sdchange","Abtraitchange","Absdchange","cat"
"1","G10021 Q4",1991,1990,3.58459212164977,0.356001170021382,-0.693763253038172,-0.377027388670624,0.693763253038172,0.377027388670624,"Tax Nov"
"2","G10026 Q4",1991,1990,3.69972810834283,0.459275199641183,-0.999357231012922,-0.453763464138306,0.999357231012922,0.453763464138306,"Tax Nov"
"3","G10050 Q4",2005,2003,3.0082242999965,0.831660284311592,-0.267579393544692,0.260876556069253,0.267579393544692,0.260876556069253,"Tax Nov"
"4","G10082 Q4",1991,1990,3.52992475780047,0.239684285525223,-1.16482618391352,-0.455032459178382,1.16482618391352,0.455032459178382,"Tax Nov"
"5","G10109 Q3",1997,1996,4.40174392782309,1.05235062659725,0.00586523814763051,0.398811687030787,0.00586523814763051,0.398811687030787,"Tax Nov"
"6","G10172 Q4",1999,1997,5.01063529409626,1.89384212837453,0.0863187003647994,0.98025202489185,0.0863187003647994,0.98025202489185,"Tax Nov"
"7","G10181 Q3",2012,2011,4.87615910465884,1.86303474278126,-0.119533229802442,0.411886985146789,0.119533229802442,0.411886985146789,"Tax Nov"
"8","G10184 Q4",1998,1995,4.35427605402643,1.10484515555331,0.17137243375981,0.659585261644513,0.17137243375981,0.659585261644513,"Tax Nov"
"9","G10186 Q4",1998,1995,5.00204875205425,1.55966164571311,0.153463170511278,0.774144158946704,0.153463170511278,0.774144158946704,"Tax Nov"
"10","G1021 Q3",2008,2007,3.24366541758749,0.128006960786959,-0.219197023068912,0.021839817964824,0.219197023068912,0.021839817964824,"Tax Nov"
"11","G10247 Q3",2007,2006,4.51605460154561,1.57598119995484,0.469054896907302,0.84616650307804,0.469054896907302,0.84616650307804,"Tax Nov"
"12","G10262 Q3",2004,2003,4.81425614514886,1.17445556223737,-0.156668088436406,-0.0104066892790209,0.156668088436406,0.0104066892790209,"Tax Nov"
"13","G1028 Q4",2010,2006,3.76553385005533,0.120152962568504,0.0800093884467286,0.0434013697920752,0.0800093884467286,0.0434013697920752,"Tax Nov"
"14","G1029 Q3",2016,2015,4.36648638347513,0.23976488285813,0.979363028915398,0.141273679544156,0.979363028915398,0.141273679544156,"Tax Nov"
"15","G10291 Q3",2001,2000,4.7005814642888,1.22416224445167,-0.241060958320502,-1.24665896685298,0.241060958320502,1.24665896685298,"Tax Nov"
"16","G1030 Q3",2013,2012,3.84738366039362,0.218324876142549,0.374214462199538,0.136222058759647,0.374214462199538,0.136222058759647,"Tax Nov"
"17","G10319 Q3",1983,1982,4.9151833582511,1.1997697246889,1.17348702409977,0.525520729384537,1.17348702409977,0.525520729384537,"Tax Nov"
"18","G1032 Q3",2013,2012,4.59694666687489,0.325830913814863,1.52600336005198,0.12788739429964,1.52600336005198,0.12788739429964,"Tax Nov"
"19","G10322 Q3",1983,1982,4.9416424226093,2.47082121130465,0.769249209085478,1.6047868447986,0.769249209085478,1.6047868447986,"Tax Nov"
"20","G10328 Q3",2002,2001,5.01063529409626,1.77616753004548,0.908182981948503,0.875949851905067,0.908182981948503,0.875949851905067,"Tax Nov"
"21","G10337 Q3",1999,1998,4.04869829137593,0.831090969399523,-0.360808939697788,0.0872054649381774,0.360808939697788,0.0872054649381774,"Tax Nov"
"22","G10363 Q3",2003,2002,4.51196171358503,0.615773052460795,-0.142760754311081,-0.636322101337625,0.142760754311081,0.636322101337625,"Tax Nov"
"23","G10363 Q3",2002,2001,4.65472246789611,1.25209515379842,0.367576512433773,0.343967860566001,0.367576512433773,0.343967860566001,"Tax Nov"
"24","G1039 Q3",2008,2007,3.91635025028299,0.172325355641942,-0.108417209521715,-0.00516680226095897,0.108417209521715,0.00516680226095897,"Tax Nov"
"25","G1041 Q4",2011,2010,3.62462401234749,0.261539402757362,-0.931688866236407,-0.215829676344652,0.931688866236407,0.215829676344652,"Tax Nov"
"26","G1044 Q4",2014,2013,3.82332919120141,0.128535037556706,-0.177444838280685,0.0245858680498695,0.177444838280685,0.0245858680498695,"Tax Nov"
"27","G1047 Q3",2005,2004,4.0448654030703,0.170786782174967,0.36306937041449,0.0893129162198124,0.36306937041449,0.0893129162198124,"Tax Nov"
"28","G10479 Q3",2003,2002,3.33921031285707,0.922072002413668,-1.60243210975223,-1.28789767307656,1.60243210975223,1.28789767307656,"Tax Nov"
"29","G10504 Q4",2002,2001,4.60199987691855,0.637929629530392,0.814101183349279,0.0663708302065477,0.814101183349279,0.0663708302065477,"Tax Nov"
"30","G10527 Q3",1998,1997,3.19921738531557,0.924228570668508,-1.79558945007718,-0.371429022239464,1.79558945007718,0.371429022239464,"Tax Nov"
"31","G10538 Q3",2010,2009,4.23828915382281,1.0398964410594,0.685476939416721,0.259122421027641,0.685476939416721,0.259122421027641,"Tax Nov"
"32","G1054 Q3",2007,2006,4.22536900871776,0.190960434464489,0.475927901068077,0.0791893949777105,0.475927901068077,0.0791893949777105,"Tax Nov"
"33","G1055 Q3",2005,2004,3.90885316512145,0.100140506095036,0.405808219448038,-0.02728731727102,0.405808219448038,0.02728731727102,"Tax Nov"
"34","G1057 Q4",2000,1999,2.92792551663958,0.303918344324751,-1.17116375027999,0.120356343175244,1.17116375027999,0.120356343175244,"Tax Nov"
"35","G10585 Q3",1995,1992,4.96502803081241,1.2798283413851,0.899026051292835,0.818108449382724,0.899026051292835,0.818108449382724,"Tax Nov"
"36","G10585 Q3",1986,1985,4.43984145783231,0.925617941297971,0.91439121155602,0.194975162235964,0.91439121155602,0.194975162235964,"Tax Nov"
"37","G1060 Q4",2009,2008,3.34563336564504,0.0993448405494297,-0.231783016083709,-0.0255844298425572,0.231783016083709,0.0255844298425572,"Tax Nov"
"38","G1063 Q3",2005,2004,3.79613081907361,0.155453119028139,0.347796785991259,0.0408642831845406,0.347796785991259,0.0408642831845406,"Tax Nov"
"39","G1066 Q3",2014,2013,4.30719328796255,0.170900692942498,0.654740846204073,0.0801921227293155,0.654740846204073,0.0801921227293155,"Tax Nov"
"40","G10687 Q3",2014,2013,4.89034912822175,1.72899951546766,0.244903508790963,1.31150666676534,0.244903508790963,1.31150666676534,"Tax Nov"
