"","Species","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","troph_level"
"243","Lepomis cyanellus",31,2.418047256,0.572431215,0.30877193,0.48164257,0.566470175,0.550433201,0.302440833,0.211780812,2.507163324,3.49
"244","Lepomis gibbosus",40,2.148928303,0.523731719,0.330129489,0.464434835,0.301593427,0.494616905,0.318648272,0.250377931,2.415496154,3.25
"245","Lepomis gulosus",31,2.380418601,0.656447212,0.432426311,0.639960352,0.558773093,0.473128485,0.320984772,0.234362967,2.828672096,3.35
"246","Lepomis humilis",15,2.2138215,0.519635589,0.3984375,0.429411808,0.399125,0.466819355,0.349184525,0.247897519,2.704383792,3.61
"247","Lepomis macrochirus",41,1.899540662,0.53012832,0.285712472,0.489906007,0.277191891,0.514919493,0.3382264,0.300838867,2.975986278,3.24
"248","Lepomis marginatus",12,2.122495576,0.515778473,0.379359679,0.409744146,0.312674158,0.527870839,0.312574919,0.283171836,2.603256389,3.3
"249","Lepomis megalotis",24,2.035674223,0.551248096,0.272805195,0.436860496,0.370188312,0.551921871,0.360738285,0.255103837,2.643664085,3.64
"250","Lepomis microlophus",43.2,2.300558419,0.467191628,0.319605616,0.362397668,0.323198718,0.495481806,0.308141247,0.300112226,2.126116509,3.5
"251","Lepomis miniatus",16,2.164684139,0.588233772,0.41779447,0.529410865,0.299667123,0.468283277,0.331794134,0.236996067,2.082451343,3.4
"252","Lepomis punctatus",20,2.230021492,0.531263995,0.416657764,0.453128035,0.371842482,0.478525111,0.3338582,0.243739738,2.0471017,3.4
"253","Leporinus friderici",40,3.39105718,0.472554325,0.360283086,0.464835413,0.264668959,0.50679422,0.21533933,0.168423037,3.334068424,3.26
"254","Leporinus lacustris",24,2.700861854,0.514284187,0.397062702,0.499342529,0.208862538,0.403024221,0.241305009,0.1531142,2.098586573,3.72
"255","Leucaspius delineatus",12,4.33928169,0.433064294,0.472083149,0.47113322,0.472242674,0.680182624,0.12047509,0.15772719,3.089545793,3.24
"256","Leuciscus aspius",120,3.995498524,0.591368334,0.226139983,0.562939922,0.659581401,0.427810753,0.346982617,0.174020601,2.212635366,4.46999979019165
"257","Leuciscus burdigalensis",40,4.088354127,0.497896326,0.408502122,0.319111824,0.369156594,0.485192651,0.250707591,0.166581396,2.993740354,2.8
"258","Leuciscus idus",85,3.583934434,0.520366586,0.406840754,0.542585138,0.460805228,0.465069806,0.240230979,0.185600454,2.150565321,3.79
"259","Leuciscus leuciscus",40,4.559024887,0.476097198,0.443884164,0.324335707,0.359510662,0.551620454,0.226099646,0.163173148,2.808990347,2.87
"260","Loricariichthys platymetopon",38.3,8.259375543,0.682214181,0.242457869,0,0,0.628951691,0,0.134505745,5.435635367,2.45000004768372
"261","Loricariichthys rostratus",28,9.048411307,0.667455394,0.263444308,0,0,0.645026922,0,0.154211743,NA,2.6
"262","Lota lota",152,7.373325701,0.773211219,0.481078462,0.524813967,0.782215076,0.649656554,0.658757871,0.123253268,1.758428693,3.84
"263","Lucania parva",6.2,3.646698228,0.50482058,0.559133759,0.492203082,0.168296951,0.586783449,0.375394814,0.177438578,1.621360188,3.2
"264","Luxilus chrysocephalus",24,3.026113142,0.483371139,0.257130613,0.385708873,0.249254797,0.516678066,0.14524851,0.15942439,3.088623188,3.27
"265","Luxilus coccogenis",14,4.169817808,0.534878878,0.449228814,0.496837558,0.606686441,0.571467315,0.158291603,0.134695456,3.036460747,3
"266","Luxilus cornutus",18,3.5826209,0.53351614,0.442392068,0.485282688,0.412803311,0.535479422,0.203752951,0.196708096,2.963767242,2.75
"267","Luxilus zonistius",10,4.1600125,0.576705,0.515112537,0.5300425,0.553068868,0.55004,0.2333325,0.163447225,2.778514929,3
"268","Lythrurus fumeus",7,5.26646194,0.531550802,0.702502185,0.540615238,0.543743298,0.569488714,0.193745257,0.135365931,2.636223837,3.2
"269","Lythrurus umbratilis",9,3.758229128,0.575468239,0.448330083,0.57547864,0.562526832,0.502713357,0.239014611,0.17170056,3.231638864,3.03
"270","Macquaria ambigua",76,2.81470212,0.533494692,0.28644898,0.554399917,0.698061224,0.33885412,0.343114,0.189194634,2.56318629,3.69
"271","Percalates novemaculeatus",60,2.940020119,0.463121085,0.338011628,0.367447876,0.678023256,0.514951559,0.334814318,0.19620734,2.345376037,3.4
"272","Macrhybopsis aestivalis",9,4.199414519,0.667410396,0.407863696,0.277961121,0.342002815,0.564677053,0.298370739,0.154823819,2.938253753,3.2
"273","Macrhybopsis gelida",8.4,5.768760654,0.630173008,0.310073219,0.285716876,0.255713335,0.653875449,0.240723949,0.20479659,2.948607967,3.3
"274","Macrhybopsis meeki",11,4.602880356,0.617930646,0.23251461,0.336857304,0.311960568,0.588343979,0.264579204,0.159941517,3.128188611,3.3
"275","Macrhybopsis storeriana",23,4.940166726,0.572636548,0.480922032,0.298414406,0.246384002,0.652439146,0.254063583,0.161946524,2.853970017,3.63
"276","Malapterurus electricus",122,4.455232794,0.80797162,0.119402985,0.771410143,0.327671642,0.800267552,0.446752347,0.110214182,1.518962963,2.93
"277","Marcusenius furcidens",32,3.182276236,0.406080847,0.249151163,0.298389113,0.12901938,0.356348177,0.284861694,0.123449926,3.876388662,3.1
"278","Marcusenius senegalensis",32.1,3.586778434,0.510265692,0.327282128,0.499992673,NA,0.382644313,0.372444568,0.162499847,3.257459777,3.2
"279","Marcusenius ussheri",30.5,3.091270883,0.543287589,0.153772816,0.41877685,0.175331765,0.388013126,0.409361575,0.196551997,3.784210363,3.1
"280","Meda fulgida",9.1,4.654165322,0.64126485,0.5,0.508001624,0.329267857,0.583072166,0.262975959,0.190210291,3.23255814,3.2
"281","Megalancistrus parananus",60,4.647742671,0.678671102,0.212942738,0,0,0.84598614,0,0.406705893,2.485759448,NA
"282","Megaleporinus elongatus",50,3.662474812,0.496447955,0.433333333,0.467980114,0.246083333,0.441247849,0.182382444,0.153448885,3.23020573,2.5
"283","Megaleporinus macrocephalus",68.4,3.331926701,0.468228527,0.280553637,0.46489693,0.272187394,0.478723639,0.21490443,0.12959368,2.070328943,2.5
"284","Megaleporinus obtusidens",76,3.360849308,0.485040158,0.316909506,0.4494364,0.290916215,0.42320566,0.220401327,0.146263047,2.618335963,3.23
"285","Megaleporinus piavussu",38.02,3.102652657,0.414630101,0.311111111,0.399996098,0.267133333,0.439020107,0.199998049,0.170385976,3.169484317,2.6
"286","Megalops cyprinoides",150,3.852553742,0.574611447,0.494784572,0.632583891,0.631411057,0.572525514,0.150022442,0.169423708,3.683126263,3.48
"287","Melanotaenia duboulayi",11,3.254346131,0.463815295,0.43876184,0.453016646,0.385479587,0.581950732,0.527991684,NA,3.019935806,2.9
"288","Menidia beryllina",15,6.136203859,0.603131844,0.683736523,0.603413527,0.248445573,0.618933888,0.740748088,0.163359017,2.894710388,3.2
"289","Metynnis lippincottianus",16.4,1.593743418,0.56777756,0.309949515,0.554206071,0.142932667,0.398700429,0.322926179,0.179609156,4.254763035,3.5
"290","Micropterus coosae",47,3.916524056,0.573535323,0.403768506,0.459335914,0.851643915,0.597356059,0.399290202,0.147357771,3.2,3.6
"291","Micropterus dolomieu",69,3.341377865,0.652592702,0.332552432,0.601273409,0.656669649,0.610300565,0.389737954,0.171659093,2.828317774,3.56
"292","Micropterus punctulatus",64,3.347326272,0.619045718,0.304379901,0.551825412,0.760531979,0.515434809,0.386563502,0.164817295,2.64564865,3.56
"293","Micropterus salmoides",97,2.897989032,0.598507859,0.271130617,0.546138912,0.84366518,0.471328002,0.326692452,0.172997466,2.367404334,3.84
"294","Minytrema melanops",50,4.20919788,0.501766784,0.272235108,0.130742049,0.170665397,0.597215548,0.155477032,0.204057579,3.780000605,3.43
"295","Misgurnus anguillicaudatus",28,6.754390351,0.497109649,0.235894757,0.158328947,NA,0.520600877,0.169592105,0.110659668,1.343433219,3.24
"296","Misgurnus fossilis",30,7.466360508,0.454787158,0.191796586,0.164344414,NA,0.518909773,0.13868115,NA,2.006729063,3.4
"297","Mogurnda adspersa",14,3.810604144,0.506177865,0.240054697,0.511360011,0.309559366,0.611504142,0.466007988,0.151081879,1.655642611,3.45
"298","Mormyrops anguilloides",150,4.907806275,0.45791416,0.196333333,0.373726174,0.348126984,0.342404331,0.326610251,0.126894514,3.905529628,3.77
"299","Mormyrops breviceps",65,8.565067843,NA,NA,NA,NA,0.582408198,NA,NA,2.704009434,3.3
"300","Mormyrus hasselquistii",50,4.623678822,0.465260421,0.191568084,0.22397041,0.156643702,0.457117548,0.316934666,0.106126596,3.445124034,3.2
"301","Mormyrus rume",100,3.865539614,0.447265641,0.254776262,0.214530319,0.22088226,0.379057029,0.322974393,0.141278595,3.241779773,2.48
"302","Morone americana",58,2.722076572,0.472522853,0.408997653,0.347356224,0.574882629,0.449977501,0.360438316,0.211337246,2.6667967,3.14
"303","Morone chrysops",45,2.952101611,0.504293644,0.478349465,0.487330335,0.676811129,0.447893882,0.332440849,0.167800492,2.127240239,4.04
"304","Morone mississippiensis",46,2.93300261,0.501751373,0.470234413,0.328622174,0.497973541,0.466417682,0.381603867,0.206227864,2.892144026,4.1
"305","Morone saxatilis",200,3.453472984,0.645352095,0.295859905,0.613368246,0.707712585,0.491275844,0.386636114,0.154030837,2.867191666,4.65
"306","Moxostoma anisurum",74,3.757618836,0.51491424,0.329753812,0.14374685,0.173722338,0.618485284,0.120532435,0.171483571,2.317764018,3.01
"307","Moxostoma carinatum",77,3.452162178,0.515951514,0.413229411,0.168787245,0.212323386,0.531990207,0.165725205,0.146698964,2.69703971,3.56
"308","Moxostoma collapsum",45,4.210217963,0.581945011,0.282179132,0.090288321,NA,0.652219421,0.157487911,0.201743879,2.981009003,3.1
"309","Moxostoma congestum",65,4.213326947,0.555975903,0.387276521,0.202823707,0.157026179,0.604890789,0.202911118,0.157165607,2.639360656,3.1
"310","Moxostoma duquesnei",51,4.209455855,0.603144172,0.292671671,0.219525207,0.184592666,0.541877834,0.209730928,0.18569505,2.901687311,3.04
"311","Moxostoma erythrurum",78,4.151472542,0.492648775,0.31061533,0.07719751,0.163034229,0.591858604,0.139738521,0.176040424,2.633902416,3.04
"312","Moxostoma lachneri",44,4.683216701,0.485691387,0.279344889,0.14197193,0.205957952,0.593181907,0.10129403,0.135893883,3.102089394,3.1
"313","Moxostoma macrolepidotum",75,4.049625937,0.427608303,0.331098905,0.162886286,0.142170706,0.512366733,0.176674803,0.163250001,1.941254114,3.13
"314","Moxostoma pappillosum",45,4.440402029,0.525019173,0.291666667,0.070839444,NA,0.645829689,0.170889227,0.167751436,3.395815469,3.1
"315","Moxostoma poecilurum",51,4.242560662,0.50758517,0.297737342,0.140201589,0.160240506,0.598480315,0.147775396,0.17900137,NA,3.1
"316","Mugil cephalus",100,4.00102005,0.555333459,0.498534249,0.589632462,0.292992905,0.521260137,0.674227773,0.195523875,2.442879162,2.48
"317","Mylopharyngodon piceus",180,3.989283975,0.507637604,0.276566621,0.315864588,0.404395328,0.387871408,0.366405261,0.160547009,NA,3.19
"318","Nematalosa erebi",48,2.342373003,0.547654316,0.342739726,0.481566147,0.282410959,0.37416134,0.322803852,0.183661412,1.983747153,2.8
"319","Neogobius fluviatilis",20,4.574484995,0.663162553,0.275775551,0.408789184,0.575468739,0.662304587,0.551717287,0.18521319,2.132923063,3.41
"320","Neogobius melanostomus",25,4.023622501,0.730706368,0.297320611,0.543404063,0.496183206,0.629741085,0.71641461,0.248505977,1.908822333,3.3
"321","Nocomis biguttatus",26,3.568482975,0.561716547,0.25683832,0.309770115,0.381854373,0.591075689,0.254879636,0.168820869,2.386740773,3.03
"322","Nocomis leptocephalus",26,3.68447726,0.624255465,0.218499636,0.433789156,0.373846256,0.549863836,0.283032607,0.149583798,2.117192919,3.1
"323","Nocomis micropogon",33,4.228283398,0.643583027,0.252472123,0.332189186,0.444603408,0.698953659,0.228603459,0.158098565,2.294693192,3.17
"324","Nocomis raneyi",32,4.119017741,0.575313761,0.29566016,0.253371293,0.397125321,0.510729761,0.256817485,0.15544596,1.957082329,3.1
"325","Notemigonus crysoleucas",32,3.334368484,0.486819417,0.429694444,0.47798691,0.303794444,0.395879336,0.261053831,0.165396508,2.965019458,2.65
"326","Notesthes robusta",30,2.314704723,0.73152265,0.27775096,0.621904714,0.601625175,0.482956154,0.461180219,0.25417445,NA,3.12
"327","Notropis amabilis",6.2,4.623535294,0.476470588,0.672368421,0.458858824,0.408384556,0.612470588,0.211764706,0.168189353,2.54467093,2.9
"328","Notropis amoenus",11,5.004993643,0.450170468,0.619530973,0.36917624,0.439637168,0.508590911,0.256901421,0.175667388,2.396554348,2.8
"329","Notropis atherinoides",13,5.127935982,0.568281312,0.632200736,0.594858376,0.55483089,0.550661288,0.295185798,0.149678781,2.726114511,2.8
"330","Notropis atrocaudalis",8,4.288289866,0.507310166,0.541267123,0.357960891,0.35839726,0.532842826,0.259224385,0.154774468,2.262453901,2.9
"331","Notropis bairdi",8,4.662683647,0.611257897,0.479096324,0.42427844,0.293419508,0.630886534,0.29573692,0.186528081,2.90048032,2.9
"332","Notropis blennius",13,4.411863971,0.485308824,0.555585648,0.360294118,0.43754644,0.529422794,0.213235294,0.212495219,2.551493024,2.7
"333","Notropis boops",9,4.415463857,0.588241998,0.628037292,0.503687473,0.446613781,0.602947772,0.246432012,0.174530709,2.881068136,3.2
"334","Notropis buccata",10,4.500350911,0.597173697,0.500541964,0.42211822,0.375943987,0.591284255,0.313486358,0.185983774,2.721643143,3.14
"335","Notropis buchanani",6.4,4.224460615,0.520157999,0.569072966,0.390173014,0.365283031,0.577336191,0.274131346,0.191472527,2.491587815,2.9
"336","Notropis cummingsae",7.2,4.828789865,0.54741462,0.696739503,0.535335124,0.41471965,0.528300077,0.241416709,0.163457171,2.997306095,2.9
"337","Notropis dorsalis",8,4.755889671,0.592741784,0.514020366,0.451298122,0.402494917,0.563399061,0.330985915,0.14427774,2.20571941,2.86
"338","Notropis girardi",8,4.304976598,0.470541834,0.463016082,0.271872316,0.457057202,0.473618245,0.239775974,0.225314147,2.494626094,2.9
"339","Notropis greenei",8,5.13485923,0.510548683,0.625825588,0.358737512,0.514542437,0.653999386,0.240535931,0.188988902,3.054161469,2.9
"340","Notropis hudsonius",15,4.335802447,0.577618018,0.586121929,0.394397688,0.53222249,0.527457146,0.278188792,0.178362481,3.01540197,2.11
"341","Notropis hypsilepis",5.1,5.159183673,0.587690824,0.577958408,0.381488028,0.51327457,0.608902459,0.284043066,0.149849247,2.388759035,2.9
"342","Notropis jemezanus",8,5.002972245,0.539546209,0.511304831,0.567315072,0.464952804,0.628287959,0.222332305,0.141150761,2.500490858,2.9
"343","Notropis leuciodus",8.2,5.237580516,0.56311308,0.552884459,0.431556014,0.490829567,0.647307708,0.19997474,0.173104477,3.32486315,2.9
"344","Notropis longirostris",6.5,4.631923519,0.467156084,0.374596491,0.219899925,0.443820663,0.585520188,0.160229369,0.136147958,2.601923011,2.9
"345","Notropis lutipinnis",8,3.751552795,0.552795031,0.516551555,0.506248447,0.594723633,0.468984472,0.239149068,0.18355298,2.388367327,2.9
"346","Notropis ortenburgeri",5.5,5.053118308,0.5178445,0.691651674,0.496569206,0.416127159,0.617009746,0.260644203,0.144306714,3.134608853,2.9
"347","Notropis photogenis",14,5.463603929,0.585904968,0.549783178,0.533865213,0.547365084,0.60305388,0.2412222,0.153500643,3.204917646,3.27
"348","Notropis potteri",11,4.326201219,0.633569453,0.458363414,0.449953908,0.454781474,0.582439798,0.322158071,0.151447466,2.326955751,2.8
"349","Notropis procne",7.2,5.108250996,0.551155378,0.678988095,0.398086964,0.33839881,0.477264592,0.318176395,0.158164431,3.411640112,2.78
"350","Notropis rubellus",9,5.016944915,0.54699033,0.487001919,0.529914009,0.53565341,0.658111413,0.256436472,0.178925117,2.834846559,3.08
"351","Notropis sabinae",6,4.159241844,0.550176935,0.403261155,0.22491638,0.438327343,0.552959426,0.262979301,0.13911726,2.115480769,2.9
"352","Notropis shumardi",10,4.429293535,0.502299634,0.580134755,0.433810612,0.622896953,0.598237004,0.223788797,0.155853675,2.811185793,2.8
"353","Notropis simus",10,3.929895783,0.470593978,0.5073978,0.377222028,0.414465199,0.561411359,0.228389889,0.194915237,2.357479543,2.8
"354","Notropis spectrunculus",8,5.748963602,0.469444705,0.553627415,0.289446852,0.482526952,0.644009016,0.22366744,0.15952818,2.965551086,2.9
"355","Notropis stramineus",8.2,4.098217251,0.530547179,0.545412046,0.382686611,0.433057164,0.511484251,0.263745898,0.162641024,2.623525246,2.37
"356","Notropis telescopus",12,4.913813989,0.474462099,0.664347465,0.465822347,0.435420446,0.632400351,0.21795825,0.20870442,2.81408461,2.8
"357","Notropis texanus",9,4.131146466,0.504110622,0.596754943,0.454914304,0.39678962,0.508208949,0.282784567,0.186456357,2.52055208,2.49
"358","Notropis volucellus",8,4.558079537,0.56716108,0.523342476,0.389204387,0.401417697,0.569783571,0.310058387,0.168098617,2.963439017,2.98
"359","Notropis wickliffi",7.8,4.46689273,0.493378546,0.670189454,0.382279589,0.414996056,0.582374389,0.195558959,0.186355288,2.833925703,2.9
"360","Noturus eleutherus",13,4.902231525,0.697224123,0.242960806,0.338015503,0.360996561,0.650365289,0.45447817,0.159471416,1.71407658,3.3
"361","Noturus exilis",15,6.620914776,0.678776497,0.287178136,0.527264325,0.51602213,0.709078932,0.430447949,0.131433026,1.779008149,3.4
"362","Noturus flavus",31,5.364153798,0.586166815,0.349859803,0.264218641,0.259227838,0.668075602,0.412320181,0.167163925,1.797630435,3.24
"363","Noturus gyrinus",13,4.965583889,0.565012387,0.274446036,0.276521888,0.246374816,0.5461886,0.406554792,0.169448411,1.468282046,3.34
"364","Noturus insignis",15,5.793562587,0.597817964,0.258113539,0.320694012,0.385805791,0.674102254,0.456515536,0.171038339,1.483221477,3.31
"365","Noturus leptacanthus",9.4,4.709688172,0.715053763,0.218174757,0.478526882,0.301126214,0.553763441,0.57011828,0.122119584,1.621705735,3.3
"366","Noturus miurus",13,5.014047048,0.56022652,0.380338744,0.301120075,0.297597651,0.66386591,0.236855228,0.187896571,1.783658045,3.5
"367","Noturus nocturnus",15,6.272227938,0.660394517,0.271097744,0.344339476,0.542706767,0.691131689,0.462268367,0.14921107,1.605586843,3.4
"368","Oncorhynchus clarkii",99,3.866290382,0.657989198,0.18156312,0.70149116,0.812631516,0.561969539,0.295372203,0.130168915,2.274087444,3.89
"369","Oncorhynchus kisutch",108,3.952524244,0.569324567,0.296599751,0.482902796,0.837734123,0.581876792,0.257360533,0.153700295,2.717114626,4.18
"370","Oncorhynchus masou",79,4.0271649,0.620476307,0.194426635,0.617870034,0.844826008,0.589889529,0.325828649,0.156226308,2.557863999,3.6
"371","Oncorhynchus mykiss",122,3.945403278,0.603331072,0.318734538,0.50286397,0.825899299,0.525988454,0.243535353,0.155970227,2.650049006,4.08
"372","Oncorhynchus tshawytscha",150,3.933571435,0.520788792,0.282991516,0.477860592,0.863472728,0.55844327,0.217770717,0.149391074,3.091758881,4.4
"373","Opsopoeodus emiliae",7,4.931075561,0.494115073,0.660138943,0.520208513,0.386646763,0.544727582,0.245908636,0.149960907,3.570188967,2.88
"374","Oreochromis aureus",46,2.487046248,0.59197164,0.324630069,0.464649112,0.2161608,0.489498561,0.385858656,0.319512947,2.383391003,2.06
"375","Oreochromis mossambicus",39,2.202916678,0.558858251,0.221400067,0.500847926,0.325302982,0.571703629,0.280433988,0.349541403,2.333975575,2.17
"376","Oreochromis niloticus",64,2.661180001,0.529411566,0.328973443,0.440296211,0.333174359,0.457829901,0.392379683,0.29965704,2.545328124,2
"377","Osmerus mordax",36,5.633480849,0.637819573,0.432381904,0.57449545,1.12371962,0.556041537,0.249461082,0.137254391,3.794753663,3
"378","Oxyeleotris lineolata",45,5.194266076,0.520187599,0.418052205,0.359965891,0.680380779,0.594465045,0.617204357,0.206586059,2.238214286,3.7
"379","Pachychilon pictum",20,3.757233828,0.457590199,0.45480303,0.43636652,0.273151515,0.550830837,0.176123987,0.162700916,2.246286371,2.78
"380","Papyrocranus afer",80,5.202131569,0.505145167,0.414487123,0.43005289,0.801062751,0.559313232,0.15051212,0.115276519,0,3.15
"381","Parachondrostoma toxostoma",30,4.39650385,0.547940595,0.432179532,0.465760725,0.293643431,0.438372109,0.236337246,0.156697815,2.624828153,2.79
"382","Perca flavescens",50,3.652181983,0.487982482,0.388464514,0.401412646,0.598923125,0.47006921,0.329288079,0.179624041,2.606796623,3.67
"383","Perca fluviatilis",60,3.284140914,0.5129916,0.360131605,0.436473059,0.650261995,0.508425097,0.361675652,0.183462986,3.009296765,4.35
"384","Percina aurantiaca",18,5.14418443,0.560296743,0.41219592,0.27568063,0.502854934,0.531325549,0.468611247,0.17905916,1.793048505,3.5
"385","Percina caprodes",18,5.775148098,0.628528375,0.479622892,0.404940529,0.635883545,0.576084356,0.461919436,0.145956066,2.890723393,3.43
"386","Percina carbonaria",13,5.668790339,0.511741796,0.409373428,0.212973957,0.468730577,0.624387269,0.467740669,0.20456983,2.140746119,3.4
"387","Percina copelandi",7.2,6.034443811,0.709400057,0.477850746,0.443383939,0.34458209,0.681753429,0.49459685,0.246038638,2.391304348,3.34
"388","Percina evides",10,5.124446544,0.585306292,0.404089552,0.341169123,0.568343284,0.536442028,0.476760851,0.23605686,2.768284715,3.4
"389","Percina macrolepida",11,6.174931563,0.635069562,0.500318081,0.464994188,0.499762276,0.55999175,0.390122623,0.176974243,2.482690849,3.4
"390","Percina maculata",11,5.436294118,0.549215686,0.542362541,0.372678922,0.557440877,0.578514706,0.392279412,0.177563832,2.900705953,3.95
"391","Percina nevisense",77.7,6.646218703,0.609755137,0.636676923,0.32926541,0.820261538,0.640230089,0.500068948,0.197946245,2.302605849,3.4
"392","Percina nigrofasciata",11,4.780179466,0.599102672,0.4262934,0.396695751,0.51330899,0.504040454,0.396801101,0.197599589,2.115028623,3.4
"393","Percina peltata",9,5.686376916,0.50917217,0.564675991,0.31363672,0.516366425,0.595732495,0.42729594,0.250752097,2.526659088,3.4
"394","Percina phoxocephala",10,5.676371498,0.521565625,0.547276906,0.336492208,0.380779635,0.576101252,0.398360508,0.202945723,2.63139722,3.4
"395","Percina roanoka",8,4.725526417,0.615035242,0.450236913,0.38959068,0.512124125,0.579892836,0.469027782,0.214435425,2.503407221,3.3
"396","Percina sciera",13,5.120752544,0.535692706,0.461411023,0.28682921,0.464734902,0.603417895,0.451352574,0.177652092,3.077200213,3.2
"397","Percina shumardi",8,4.604824674,0.49908513,0.439712863,0.265235331,0.428965772,0.59230454,0.417899003,0.211034959,NA,3.36
"398","Percina squamata",13,5.847554292,0.557931424,0.467112598,0.363156813,0.725360812,0.568421593,0.479387888,0.192395446,2.100896272,3.4
"399","Percopsis omiscomaycus",20,4.78938995,0.498044927,0.405373194,0.22581368,0.317208007,0.780258809,0.227225366,0.203748974,3.416359754,3.38
"400","Petrocephalus bane",20,2.929555962,0.547940243,0.29798331,0.349684309,0.20402972,0.471329009,0.369203699,0.188928898,3.643730428,3.2
"401","Petrocephalus bovei",11.2,2.983294342,0.434597698,0.325377944,0.221954524,0.115620481,0.498823104,0.238672712,0.170878018,4.67648896,3.25
"402","Petrocephalus pellegrini",9.1,3.191945392,0.541231919,0.300103525,0.289283276,0.14015811,0.552601983,0.334601008,0.150692157,3.637156722,3.2
"403","Phenacobius crassilabrum",11.2,5.138731528,0.651147426,0.392192289,0.33501663,0.289757899,0.567417949,0.302340416,0.137795386,2.405745923,2.9
"404","Phenacobius mirabilis",12,4.756886544,0.558431964,0.373708216,0.284658877,NA,0.603279306,0.226709386,0.174021911,2.451021348,2.9
"405","Philypnodon grandiceps",12,5.898038854,0.615209105,0.584814692,0.556163697,0.589157558,0.716695462,0.651464595,NA,2.382077808,3.75
"406","Phoxinus phoxinus",14,4.854359173,0.453321275,0.46132951,0.257509475,0.386550293,0.530481051,0.262041559,0.151901614,2.332147296,3.2
"407","Piaractus mesopotamicus",40.5,1.888372838,0.585049151,0.267820245,0.605192872,0.366959883,0.319446367,0.287096413,0.178101549,3.609049769,2
"408","Pimelodus maculatus",51,3.475922695,0.586058723,0.278777709,0.381957103,0.255517703,0.483357093,0.264335239,0.183944643,2.584526744,2.87
"409","Pimelodus mysteriosus",14.3,3.541743663,0.482508622,0.36288069,0.287797745,0.282395266,0.485584893,0.184019744,0.246808143,2.297624045,3.2
"410","Pimelodus ornatus",38.5,4.645097729,0.463630609,0.409653846,0.131004194,0.269538462,0.617235103,0.095877186,0.172069554,3.459891892,3.3
"411","Pimephales notatus",11,4.549617512,0.529953917,0.458908922,0.354958525,0.349098526,0.534582949,0.216785714,0.126774216,2.750049938,2.66
"412","Pimephales promelas",10.1,4.419253879,0.499082302,0.516243507,0.397517777,0.32945194,0.613863701,0.194594175,0.163325407,2.395224609,2.42
"413","Pimephales vigilax",9.2,4.293308881,0.607769556,0.487987952,0.456046247,0.386012048,0.586568293,0.282704716,0.183721189,2.600928261,2.6
"414","Pinirampus pirinampu",120,4.167708769,0.516623425,0.132421312,0.373729492,0.35884918,0.418375817,0.226115101,0.240982705,2.684394001,4.5
"415","Plagioscion squamosissimus",80,3.203027476,0.567241063,0.248132678,0.431235432,0.803237876,0.492967342,0.409425272,0.229748812,2.244233396,4.35
"416","Platichthys flesus",60,2.239534821,0.610478062,0.320122103,0.51860754,0.395850984,0.30865788,0.464029012,0.137147459,2.357198818,3.32
"417","Platygobio gracilis",32,4.547991648,0.595280425,0.349117641,0.488371612,0.082840745,0.480877762,0.290223885,0.187584091,2.224203397,4.17
"418","Plecoglossus altivelis",70,4.970706815,0.5077998,0.331949161,0.399687572,0.992565723,0.582101876,0.191418408,0.146319714,2.648157856,2.78
"419","Poecilia reticulata",6,3.86705408,0.659657349,0.584171753,0.807199679,0.36811734,0.548578675,0.45266202,0.149295456,1.692986634,3.2
"420","Polyodon spathula",221,6.777881589,0.56573728,0.388798331,0.180349298,0.536784682,0.37708989,0.221438172,0.109281629,4.379741505,3.4
"421","Polypterus endlicherii",63,7.101537865,0.359830535,0.402841894,0.256231613,1.264282658,0.391133933,0.291146265,NA,1.446052794,3.77
"422","Pomoxis annularis",53,2.66638235,0.459940079,0.437037037,0.448093767,0.5383,0.483815476,0.294835359,0.218336949,2.588013511,4.39
"423","Pomoxis nigromaculatus",49,2.141887124,0.518641217,0.344596161,0.502919306,0.633842782,0.439424956,0.335282932,0.207328124,2.499158356,3.81
"424","Ponticola kessleri",22,5.302394904,0.782304661,0.301847685,0.59088589,0.690066135,0.748637171,0.644643623,0.19522075,2.441021584,3.47
"425","Prochilodus lineatus",80,2.828849779,0.426769483,0.298327306,0.327516028,0.345203998,0.416240765,0.209993334,0.185833916,2.844715051,2.18
"426","Prosopium williamsoni",70,4.583854105,0.551628096,0.435587499,0.339090394,0.376269815,0.449841494,0.30261657,0.117593535,3.534597133,3.66
"427","Proterorhinus semilunaris",9,4.820905351,0.724972731,0.349765636,0.476977486,0.552976379,0.757464735,0.571883397,0.222763531,2.042634775,3.3
"428","Pseudomugil signifer",7,3.876659906,0.518817624,0.732767857,0.644360219,0.511410714,0.513917057,0.615048593,0.200663782,2.772148541,2.86
"429","Pseudoplatystoma corruscans",166,5.702070183,0.557016508,0.204420998,0.299215207,0.711140705,0.461477128,0.296676645,0.124615156,1.976140292,4.5
"430","Pseudorasbora parva",12.5,4.215011163,0.496265565,0.4223579,0.510742615,0.277717671,0.515789975,0.255900356,0.150239916,2.273507293,3.06
"431","Pterodoras granulosus",70,3.932265822,0.570973785,0.194019218,0.426367871,0.411622763,0.345742966,0.301547976,0.184013944,3.128756315,2.55
"432","Pterygoplichthys ambrosettii",50,4.283524904,0.632183908,0.144444444,0,0,0.689655172,0,0.256452594,2.035914286,NA
